seed,receiver,mode,slot,err,crc_pass,false_pass,updated,update_ms,score,tau
0.0,AINR,none,0.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,1.0,1.0,0.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,2.0,1.0,0.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,3.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,4.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,5.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,6.0,1.0,0.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,7.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,8.0,1.0,0.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,9.0,1.0,0.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,10.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,11.0,1.0,0.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,12.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,13.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,14.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,15.0,1.0,0.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,16.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,17.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,18.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,19.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,20.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,21.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,22.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,23.0,1.0,0.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,24.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,25.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,26.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,27.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,28.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,29.0,1.0,0.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,30.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,31.0,1.0,0.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,32.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,33.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,34.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,35.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,36.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,37.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,38.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,39.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,40.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,41.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,42.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,43.0,1.0,0.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,44.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,45.0,1.0,0.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,46.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,47.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,48.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,49.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,50.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,51.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,52.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,53.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,54.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,55.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,56.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,57.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,58.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,59.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,60.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,61.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,62.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,63.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,64.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,65.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,66.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,67.0,1.0,0.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,68.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,69.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,70.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,71.0,1.0,0.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,72.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,73.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,74.0,1.0,0.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,75.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,76.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,77.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,78.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,79.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,80.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,81.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,82.0,1.0,0.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,83.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,84.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,85.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,86.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,87.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,88.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,89.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,90.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,91.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,92.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,93.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,94.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,95.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,96.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,97.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,98.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,99.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,100.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,101.0,1.0,0.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,102.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,103.0,1.0,0.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,104.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,105.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,106.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,107.0,1.0,0.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,108.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,109.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,110.0,1.0,0.0,0.0,0.0,nan,nan,0.6530408591032028
0.0,AINR,none,111.0,0.0,1.0,0.0,0.0,nan,nan,0.6530408591032028
