seed,receiver,mode,slot,err,crc_pass,false_pass,updated,update_ms,score,tau
3,AINR,none,0,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,1,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,2,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,3,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,4,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,5,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,6,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,7,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,8,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,9,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,10,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,11,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,12,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,13,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,14,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,15,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,16,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,17,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,18,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,19,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,20,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,21,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,22,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,23,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,24,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,25,0,1,0,0,nan,nan,0.6656840413808821
3,AINR,none,26,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,27,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,28,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,29,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,30,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,31,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,32,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,33,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,34,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,35,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,36,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,37,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,38,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,39,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,40,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,41,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,42,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,43,0,1,0,0,nan,nan,0.6656840413808821
3,AINR,none,44,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,45,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,46,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,47,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,48,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,49,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,50,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,51,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,52,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,53,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,54,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,55,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,56,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,57,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,58,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,59,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,60,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,61,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,62,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,63,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,64,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,65,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,66,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,67,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,68,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,69,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,70,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,71,0,1,0,0,nan,nan,0.6656840413808821
3,AINR,none,72,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,73,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,74,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,75,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,76,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,77,0,1,0,0,nan,nan,0.6656840413808821
3,AINR,none,78,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,79,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,80,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,81,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,82,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,83,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,84,0,1,0,0,nan,nan,0.6656840413808821
3,AINR,none,85,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,86,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,87,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,88,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,89,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,90,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,91,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,92,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,93,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,94,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,95,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,96,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,97,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,98,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,99,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,100,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,101,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,102,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,103,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,104,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,105,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,106,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,107,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,108,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,109,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,110,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,111,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,112,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,113,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,114,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,115,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,116,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,117,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,118,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,119,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,120,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,121,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,122,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,123,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,124,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,125,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,126,0,1,0,0,nan,nan,0.6656840413808821
3,AINR,none,127,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,128,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,129,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,130,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,131,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,132,0,1,0,0,nan,nan,0.6656840413808821
3,AINR,none,133,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,134,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,135,0,1,0,0,nan,nan,0.6656840413808821
3,AINR,none,136,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,137,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,138,0,1,0,0,nan,nan,0.6656840413808821
3,AINR,none,139,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,140,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,141,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,142,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,143,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,144,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,145,0,1,0,0,nan,nan,0.6656840413808821
3,AINR,none,146,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,147,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,148,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,149,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,150,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,151,0,1,0,0,nan,nan,0.6656840413808821
3,AINR,none,152,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,153,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,154,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,155,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,156,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,157,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,158,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,159,0,1,0,0,nan,nan,0.6656840413808821
3,AINR,none,160,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,161,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,162,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,163,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,164,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,165,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,166,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,167,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,168,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,169,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,170,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,171,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,172,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,173,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,174,0,1,0,0,nan,nan,0.6656840413808821
3,AINR,none,175,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,176,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,177,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,178,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,179,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,180,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,181,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,182,0,1,0,0,nan,nan,0.6656840413808821
3,AINR,none,183,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,184,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,185,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,186,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,187,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,188,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,189,0,1,0,0,nan,nan,0.6656840413808821
3,AINR,none,190,0,1,0,0,nan,nan,0.6656840413808821
3,AINR,none,191,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,192,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,193,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,194,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,195,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,196,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,197,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,198,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,199,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,200,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,201,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,202,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,203,0,1,0,0,nan,nan,0.6656840413808821
3,AINR,none,204,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,205,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,206,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,207,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,208,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,209,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,210,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,211,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,212,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,213,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,214,0,1,0,0,nan,nan,0.6656840413808821
3,AINR,none,215,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,216,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,217,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,218,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,219,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,220,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,221,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,222,1,0,0,0,nan,nan,0.6656840413808821
3,AINR,none,223,1,0,0,0,nan,nan,0.6656840413808821
