seed,receiver,mode,slot,err,crc_pass,false_pass,updated,update_ms,score,tau
3,AINR,none,0,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,1,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,2,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,3,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,4,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,5,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,6,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,7,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,8,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,9,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,10,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,11,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,12,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,13,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,14,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,15,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,16,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,17,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,18,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,19,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,20,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,21,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,22,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,23,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,24,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,25,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,26,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,27,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,28,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,29,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,30,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,31,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,32,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,33,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,34,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,35,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,36,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,37,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,38,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,39,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,40,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,41,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,42,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,43,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,44,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,45,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,46,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,47,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,48,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,49,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,50,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,51,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,52,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,53,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,54,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,55,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,56,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,57,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,58,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,59,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,60,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,61,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,62,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,63,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,64,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,65,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,66,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,67,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,68,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,69,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,70,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,71,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,72,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,73,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,74,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,75,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,76,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,77,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,78,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,79,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,80,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,81,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,82,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,83,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,84,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,85,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,86,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,87,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,88,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,89,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,90,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,91,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,92,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,93,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,94,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,95,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,96,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,97,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,98,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,99,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,100,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,101,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,102,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,103,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,104,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,105,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,106,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,107,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,108,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,109,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,110,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,111,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,112,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,113,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,114,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,115,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,116,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,117,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,118,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,119,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,120,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,121,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,122,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,123,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,124,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,125,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,126,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,127,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,128,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,129,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,130,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,131,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,132,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,133,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,134,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,135,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,136,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,137,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,138,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,139,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,140,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,141,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,142,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,143,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,144,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,145,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,146,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,147,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,148,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,149,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,150,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,151,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,152,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,153,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,154,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,155,1,0,0,0,nan,nan,0.9131922662258148
3,AINR,none,156,1,0,0,0,nan,nan,0.9131922662258148
